Source	Target	Id	Weight			Source	Target	Id	Weight
171	66					278	12	419	
171	75					279	12	420	
172	145					280	12	421	
173	69					296	12	422	
174	14					330	12	423	
174	79					343	12	424	
174	170					371	12	425	
174	164					375	12	426	
174	85					376	12	427	
174	30					377	12	428	
174	151					385	12	429	
174	114					413	12	430	
174	113					423	12	431	
174	132					436	12	432	
174	161					448	12	433	
174	91					455	12	434	
175	31					459	12	435	
175	42					467	12	436	
175	53					477	12	437	
175	152					481	12	438	
175	56					483	12	439	
175	70					498	12	440	
175	127					499	12	441	
175	6					502	12	442	
175	85					511	12	443	
175	168					525	12	444	
175	25					552	12	445	
175	78					559	12	446	
175	136					571	12	447	
175	12					582	12	448	
175	45					591	12	449	
175	126					595	12	450	
175	64					602	12	451	
176	145					615	12	452	
176	95					630	12	453	
176	1					641	12	454	
176	157					649	12	455	
176	155					664	12	456	
176	119					665	12	457	
176	12					670	12	458	
176	88					679	12	459	
176	101					685	12	460	
177	95					691	12	461	
177	51					697	12	462	
177	174					702	12	463	
177	175					716	12	464	
177	64					718	12	465	
178	36					719	12	466	
178	56					735	12	467	
178	156					738	12	468	
179	27					745	12	469	
179	152					746	12	470	
179	64					754	12	471	
179	93					74	13	472	
179	78					106	13	473	
179	95					59	14	474	
179	116					61	14	475	
179	85					82	14	476	
180	44					83	14	477	
180	5					95	14	478	
180	101					149	14	479	
180	16					150	14	480	
180	85					168	14	481	
180	77					174	14	482	
180	25					202	14	483	
180	150					223	14	484	
180	10					228	14	485	
180	69					236	14	486	
180	116					253	14	487	
180	142					255	14	488	
183	175					262	14	489	
183	145					310	14	490	
183	64					335	14	491	
183	69					336	14	492	
183	144					342	14	493	
183	66					348	14	494	
184	57					364	14	495	
185	28					404	14	496	
185	164					405	14	497	
185	116					416	14	498	
186	145					423	14	499	
186	64					429	14	500	
186	69					433	14	501	
187	16					459	14	502	
187	112					473	14	503	
187	27					494	14	504	
187	113					502	14	505	
187	17					537	14	506	
187	110					555	14	507	
187	105					589	14	508	
187	85					601	14	509	
187	142					623	14	510	
187	48					656	14	511	
187	116					672	14	512	
187	1					679	14	513	
188	28					682	14	514	
188	27					687	14	515	
188	152					716	14	516	
188	89					718	14	517	
188	95					727	14	518	
188	161					748	14	519	
188	45					16	15	520	
188	64					65	15	521	
188	175					77	15	522	
189	167					85	15	523	
189	151					188	15	524	
189	97					190	15	525	
190	144					196	15	526	
190	145					203	15	527	
190	151					243	15	528	
190	187					244	15	529	
191	89					261	15	530	
191	18					263	15	531	
192	69					282	15	532	
192	144					339	15	533	
192	137					378	15	534	
193	182					381	15	535	
193	130					390	15	536	
193	23					393	15	537	
193	83					412	15	538	
194	22					418	15	539	
195	171					420	15	540	
195	26					421	15	541	
195	175					424	15	542	
195	101					444	15	543	
195	77					465	15	544	
195	145					481	15	545	
195	126					487	15	546	
195	144					514	15	547	
196	187					532	15	548	
196	27					534	15	549	
196	41					544	15	550	
196	151					562	15	551	
197	10					570	15	552	
197	142					590	15	553	
197	190					652	15	554	
197	101					666	15	555	
197	170					685	15	556	
197	85					688	15	557	
197	144					709	15	558	
197	145					747	15	559	
197	16					17	16	560	
197	96					18	16	561	
197	1					27	16	562	
197	140					47	16	563	
197	165					52	16	564	
197	137					65	16	565	
198	101					77	16	566	
199	5					78	16	567	
199	69					101	16	568	
199	150					113	16	569	
200	175					114	16	570	
200	64					133	16	571	
200	69					142	16	572	
202	39					155	16	573	
202	152					165	16	574	
202	12					180	16	575	
202	89					187	16	576	
202	136					188	16	577	
202	149					190	16	578	
202	25					191	16	579	
202	83					196	16	580	
202	59					197	16	581	
202	130					203	16	582	
202	82					204	16	583	
202	116					205	16	584	
202	148					214	16	585	
202	18					223	16	586	
202	54					244	16	587	
202	101					260	16	588	
202	62					261	16	589	
202	14					263	16	590	
202	8					282	16	591	
202	162					298	16	592	
202	126					305	16	593	
202	175					321	16	594	
202	26					333	16	595	
202	171					338	16	596	
203	8					339	16	597	
203	101					341	16	598	
204	16					353	16	599	
205	144					361	16	600	
205	137					375	16	601	
205	145					380	16	602	
205	5					381	16	603	
205	16					391	16	604	
205	197					393	16	605	
205	180					399	16	606	
205	45					400	16	607	
205	155					404	16	608	
205	105					412	16	609	
205	90					413	16	610	
205	25					418	16	611	
205	1					419	16	612	
208	202					420	16	613	
208	171					421	16	614	
208	90					424	16	615	
208	89					425	16	616	
208	44					444	16	617	
208	126					453	16	618	
208	85					461	16	619	
208	69					462	16	620	
208	62					465	16	621	
209	180					472	16	622	
209	59					481	16	623	
209	116					482	16	624	
209	69					487	16	625	
209	153					490	16	626	
209	176					503	16	627	
210	18					511	16	628	
210	47					512	16	629	
210	151					514	16	630	
210	71					515	16	631	
210	93					532	16	632	
210	155					534	16	633	
210	77					544	16	634	
210	69					562	16	635	
210	197					567	16	636	
210	119					570	16	637	
210	145					574	16	638	
210	153					578	16	639	
210	144					588	16	640	
211	69					590	16	641	
211	191					623	16	642	
212	62					624	16	643	
212	166					626	16	644	
212	82					644	16	645	
213	148					659	16	646	
213	112					666	16	647	
213	56					670	16	648	
213	188					678	16	649	
213	161					688	16	650	
213	21					700	16	651	
213	2					709	16	652	
213	174					719	16	653	
213	45					722	16	654	
214	144					724	16	655	
214	1					736	16	656	
214	85					742	16	657	
214	139					747	16	658	
214	137					764	16	659	
214	205					50	17	660	
214	192					64	17	661	
214	208					104	17	662	
214	63					110	17	663	
215	27					187	17	664	
215	188					225	17	665	
216	151					367	17	666	
216	52					388	17	667	
216	82					399	17	668	
216	30					409	17	669	
216	90					418	17	670	
216	167					420	17	671	
217	55					427	17	672	
217	60					562	17	673	
217	64					621	17	674	
217	12					639	17	675	
217	90					19	18	676	
217	132					42	18	677	
217	78					52	18	678	
218	30					54	18	679	
218	132					62	18	680	
218	60					78	18	681	
218	154					82	18	682	
218	165					83	18	683	
218	90					93	18	684	
218	36					103	18	685	
218	120					116	18	686	
218	43					117	18	687	
218	81					130	18	688	
218	118					136	18	689	
218	79					151	18	690	
218	162					166	18	691	
218	93					191	18	692	
219	116					202	18	693	
219	176					210	18	694	
219	48					237	18	695	
219	151					249	18	696	
220	174					252	18	697	
220	213					253	18	698	
220	21					255	18	699	
220	90					267	18	700	
221	128					291	18	701	
222	132					307	18	702	
223	73					318	18	703	
223	180					338	18	704	
223	30					341	18	705	
223	66					348	18	706	
223	88					355	18	707	
223	119					364	18	708	
223	183					377	18	709	
223	31					400	18	710	
223	70					411	18	711	
223	192					415	18	712	
223	200					440	18	713	
223	57					442	18	714	
223	127					445	18	715	
223	76					455	18	716	
223	45					476	18	717	
223	214					487	18	718	
223	153					509	18	719	
223	1					511	18	720	
223	69					516	18	721	
223	209					522	18	722	
223	201					530	18	723	
223	3					546	18	724	
223	64					557	18	725	
223	93					573	18	726	
223	157					574	18	727	
223	110					578	18	728	
223	50					591	18	729	
223	175					609	18	730	
223	145					613	18	731	
223	65					619	18	732	
223	116					620	18	733	
223	197					625	18	734	
223	86					626	18	735	
223	195					630	18	736	
223	63					637	18	737	
223	141					650	18	738	
223	25					687	18	739	
223	83					691	18	740	
223	199					709	18	741	
223	61					719	18	742	
223	59					730	18	743	
223	149					735	18	744	
223	198					742	18	745	
223	146					750	18	746	
223	52					756	18	747	
223	155					757	18	748	
223	203					759	18	749	
223	16					237	19	750	
223	14					63	20	751	
223	176					78	20	752	
223	55					86	20	753	
223	205					103	20	754	
223	80					115	20	755	
223	130					166	20	756	
223	142					167	20	757	
223	172					195	20	758	
224	107					210	20	759	
224	170					241	20	760	
224	79					242	20	761	
224	174					255	20	762	
224	36					256	20	763	
224	132					270	20	764	
224	43					275	20	765	
224	1					319	20	766	
224	82					320	20	767	
224	30					345	20	768	
225	10					375	20	769	
225	223					415	20	770	
225	64					424	20	771	
226	116					434	20	772	
226	114					452	20	773	
226	152					462	20	774	
226	56					463	20	775	
226	42					495	20	776	
226	220					514	20	777	
226	164					515	20	778	
226	222					538	20	779	
226	214					557	20	780	
226	170					563	20	781	
226	2					591	20	782	
226	224					592	20	783	
226	79					605	20	784	
226	148					615	20	785	
226	45					620	20	786	
226	141					645	20	787	
226	112					679	20	788	
226	132					714	20	789	
226	43					717	20	790	
226	90					730	20	791	
226	36					737	20	792	
226	126					768	20	793	
226	30					30	21	794	
227	223					39	21	795	
227	31					64	21	796	
227	42					82	21	797	
227	56					83	21	798	
227	192					85	21	799	
227	69					114	21	800	
228	85					122	21	801	
228	14					124	21	802	
228	171					131	21	803	
228	26					162	21	804	
228	64					213	21	805	
228	180					220	21	806	
228	69					249	21	807	
228	141					253	21	808	
228	95					265	21	809	
228	10					276	21	810	
228	223					279	21	811	
228	150					280	21	812	
229	133					291	21	813	
229	132					303	21	814	
229	120					307	21	815	
229	154					330	21	816	
229	90					355	21	817	
229	43					364	21	818	
229	149					366	21	819	
229	12					377	21	820	
229	226					383	21	821	
229	218					396	21	822	
229	30					400	21	823	
229	183					420	21	824	
229	162					442	21	825	
231	78					445	21	826	
231	82					470	21	827	
232	64					476	21	828	
232	224					494	21	829	
232	43					534	21	830	
232	132					554	21	831	
232	36					591	21	832	
232	218					615	21	833	
232	30					626	21	834	
232	208					670	21	835	
233	150					687	21	836	
233	59					689	21	837	
233	38					691	21	838	
233	25					694	21	839	
233	218					709	21	840	
233	132					711	21	841	
234	196					762	21	842	
234	1					86	22	843	
234	199					194	22	844	
234	197					255	22	845	
234	137					278	22	846	
234	139					298	22	847	
234	205					389	22	848	
234	153					497	22	849	
235	93					508	22	850	
235	167					555	22	851	
236	14					706	22	852	
236	1					730	22	853	
236	180					82	23	854	
236	209					130	23	855	
236	69					193	23	856	
236	145					249	23	857	
236	223					258	23	858	
236	205					275	23	859	
236	150					537	23	860	
237	18					556	23	861	
237	19					630	23	862	
238	125					667	23	863	
239	89					683	23	864	
239	52					759	23	865	
239	88					37	24	866	
240	116					51	24	867	
240	12					751	24	868	
240	132					38	25	869	
240	120					58	25	870	
240	90					59	25	871	
241	69					61	25	872	
241	20					83	25	873	
241	210					101	25	874	
241	195					102	25	875	
241	146					149	25	876	
242	191					150	25	877	
242	230					166	25	878	
242	166					168	25	879	
242	77					175	25	880	
242	93					180	25	881	
242	223					188	25	882	
243	56					199	25	883	
243	223					202	25	884	
243	197					203	25	885	
243	61					205	25	886	
243	214					223	25	887	
243	27					233	25	888	
243	192					236	25	889	
243	205					243	25	890	
243	170					270	25	891	
243	180					275	25	892	
243	1					301	25	893	
243	103					308	25	894	
243	93					322	25	895	
243	234					328	25	896	
243	25					352	25	897	
243	162					353	25	898	
244	27					361	25	899	
244	76					362	25	900	
245	90					371	25	901	
245	57					383	25	902	
245	54					404	25	903	
245	167					416	25	904	
245	128					421	25	905	
245	210					423	25	906	
245	78					424	25	907	
245	63					431	25	908	
245	62					459	25	909	
245	81					487	25	910	
247	45					502	25	911	
247	152					503	25	912	
247	56					520	25	913	
247	161					530	25	914	
247	188					532	25	915	
247	85					535	25	916	
247	65					537	25	917	
248	132					538	25	918	
248	96					541	25	919	
248	36					552	25	920	
248	90					556	25	921	
248	85					560	25	922	
248	79					561	25	923	
248	145					569	25	924	
248	232					587	25	925	
248	152					589	25	926	
248	175					595	25	927	
248	223					601	25	928	
248	155					610	25	929	
248	158					616	25	930	
248	153					623	25	931	
249	213					630	25	932	
249	117					646	25	933	
249	82					655	25	934	
249	130					657	25	935	
249	60					664	25	936	
249	39					666	25	937	
249	132					679	25	938	
249	120					682	25	939	
249	154					683	25	940	
249	1					687	25	941	
249	5					700	25	942	
249	81					705	25	943	
249	90					707	25	944	
249	114					715	25	945	
249	151					716	25	946	
249	162					718	25	947	
249	18					731	25	948	
249	23					737	25	949	
249	161					740	25	950	
249	21					742	25	951	
249	170					748	25	952	
249	12					759	25	953	
249	202					767	25	954	
249	42					44	26	955	
249	78					45	26	956	
250	152					56	26	957	
250	56					71	26	958	
250	156					85	26	959	
250	84					101	26	960	
250	62					126	26	961	
250	36					152	26	962	
250	167					171	26	963	
251	175					195	26	964	
251	145					202	26	965	
251	223					228	26	966	
251	141					257	26	967	
251	64					265	26	968	
251	250					284	26	969	
251	69					292	26	970	
251	144					296	26	971	
251	227					308	26	972	
251	245					330	26	973	
251	95					335	26	974	
251	116					383	26	975	
251	229					395	26	976	
251	228					508	26	977	
251	149					516	26	978	
251	59					525	26	979	
251	85					535	26	980	
251	167					538	26	981	
252	18					552	26	982	
252	201					554	26	983	
252	133					561	26	984	
252	220					580	26	985	
252	2					587	26	986	
252	174					630	26	987	
252	132					632	26	988	
252	90					634	26	989	
252	114					651	26	990	
252	188					653	26	991	
252	172					664	26	992	
252	162					668	26	993	
252	226					672	26	994	
252	85					679	26	995	
252	45					720	26	996	
252	60					746	26	997	
252	249					767	26	998	
252	62					46	27	999	
252	27					64	27	1000	
252	161					65	27	1001	
252	213					85	27	1002	
252	64					95	27	1003	
252	155					112	27	1004	
252	1					114	27	1005	
252	112					155	27	1006	
252	152					164	27	1007	
252	145					179	27	1008	
252	181					187	27	1009	
252	164					188	27	1010	
252	223					196	27	1011	
252	229					215	27	1012	
252	122					243	27	1013	
252	185					244	27	1014	
252	28					252	27	1015	
252	176					253	27	1016	
252	187					282	27	1017	
253	128					296	27	1018	
253	67					308	27	1019	
253	2					339	27	1020	
253	252					342	27	1021	
253	114					355	27	1022	
253	39					361	27	1023	
253	161					373	27	1024	
253	213					384	27	1025	
253	27					418	27	1026	
253	14					419	27	1027	
253	170					420	27	1028	
253	164					431	27	1029	
253	107					442	27	1030	
253	108					446	27	1031	
253	226					453	27	1032	
253	43					472	27	1033	
253	21					473	27	1034	
253	122					482	27	1035	
253	18					491	27	1036	
254	4					493	27	1037	
254	161					521	27	1038	
255	18					534	27	1039	
255	212					538	27	1040	
255	250					541	27	1041	
255	14					562	27	1042	
255	81					570	27	1043	
255	227					588	27	1044	
255	170					590	27	1045	
255	22					600	27	1046	
255	82					614	27	1047	
255	136					615	27	1048	
255	223					621	27	1049	
255	58					622	27	1050	
255	245					626	27	1051	
255	208					634	27	1052	
255	151					646	27	1053	
255	54					657	27	1054	
256	241					658	27	1055	
256	223					670	27	1056	
256	61					672	27	1057	
257	71					687	27	1058	
257	229					696	27	1059	
257	175					700	27	1060	
257	26					709	27	1061	
257	145					727	27	1062	
257	223					733	27	1063	
257	64					759	27	1064	
257	178					85	28	1065	
257	250					185	28	1066	
257	69					188	28	1067	
257	8					252	28	1068	
257	41					351	28	1069	
257	234					355	28	1070	
257	218					361	28	1071	
257	144					468	28	1072	
257	249					514	28	1073	
257	101					548	28	1074	
257	227					560	28	1075	
257	245					585	28	1076	
257	166					607	28	1077	
257	49					626	28	1078	
257	137					638	28	1079	
257	136					675	28	1080	
257	198					690	28	1081	
258	82					709	28	1082	
258	231					52	29	1083	
259	199					143	29	1084	
259	5					216	29	1085	
259	195					230	29	1086	
259	101					239	29	1087	
259	223					275	29	1088	
259	243					294	29	1089	
260	93					307	29	1090	
260	89					439	29	1091	
260	257					444	29	1092	
261	180					459	29	1093	
261	242					465	29	1094	
261	66					514	29	1095	
261	101					530	29	1096	
261	223					537	29	1097	
262	14					567	29	1098	
263	214					590	29	1099	
263	234					679	29	1100	
263	5					687	29	1101	
263	69					736	29	1102	
263	247					759	29	1103	
265	91					766	29	1104	
265	114					43	30	1105	
265	58					60	30	1106	
265	113					78	30	1107	
265	131					79	30	1108	
265	190					90	30	1109	
265	116					107	30	1110	
265	138					118	30	1111	
265	48					132	30	1112	
265	227					140	30	1113	
265	85					146	30	1114	
265	148					154	30	1115	
265	202					165	30	1116	
265	117					170	30	1117	
265	21					174	30	1118	
265	33					216	30	1119	
265	78					218	30	1120	
265	208					223	30	1121	
265	160					224	30	1122	
265	219					226	30	1123	
265	2					229	30	1124	
265	67					232	30	1125	
265	39					283	30	1126	
265	26					311	30	1127	
265	47					330	30	1128	
265	43					335	30	1129	
265	206					355	30	1130	
265	151					356	30	1131	
265	246					376	30	1132	
265	130					377	30	1133	
265	251					400	30	1134	
265	158					407	30	1135	
266	224					429	30	1136	
266	116					433	30	1137	
266	229					445	30	1138	
266	82					454	30	1139	
266	245					455	30	1140	
266	161					460	30	1141	
266	238					469	30	1142	
266	176					481	30	1143	
266	223					498	30	1144	
266	152					503	30	1145	
266	248					596	30	1146	
266	57					625	30	1147	
266	257					641	30	1148	
267	158					689	30	1149	
267	242					694	30	1150	
267	255					709	30	1151	
267	195					732	30	1152	
267	62					754	30	1153	
267	78					42	31	1154	
267	210					53	31	1155	
267	257					56	31	1156	
267	86					57	31	1157	
267	167					64	31	1158	
267	235					69	31	1159	
267	18					70	31	1160	
267	82					77	31	1161	
268	248					81	31	1162	
268	229					90	31	1163	
268	71					120	31	1164	
268	218					127	31	1165	
268	232					133	31	1166	
268	224					137	31	1167	
268	79					140	31	1168	
268	245					144	31	1169	
268	223					145	31	1170	
269	148					152	31	1171	
270	25					156	31	1172	
270	236					173	31	1173	
270	93					175	31	1174	
270	223					183	31	1175	
270	145					186	31	1176	
270	1					192	31	1177	
270	144					200	31	1178	
271	82					210	31	1179	
271	229					211	31	1180	
271	162					220	31	1181	
271	239					223	31	1182	
273	132					227	31	1183	
273	268					241	31	1184	
273	146					251	31	1185	
273	96					257	31	1186	
273	5					285	31	1187	
273	153					289	31	1188	
274	247					298	31	1189	
274	42					314	31	1190	
274	219					323	31	1191	
274	128					334	31	1192	
274	54					338	31	1193	
275	266					341	31	1194	
275	39					361	31	1195	
275	128					375	31	1196	
275	239					378	31	1197	
275	29					379	31	1198	
275	158					384	31	1199	
275	223					418	31	1200	
275	191					436	31	1201	
275	245					443	31	1202	
275	57					463	31	1203	
275	257					481	31	1204	
275	47					490	31	1205	
275	251					495	31	1206	
275	271					500	31	1207	
275	108					503	31	1208	
275	256					511	31	1209	
275	242					516	31	1210	
275	20					524	31	1211	
275	78					526	31	1212	
275	62					528	31	1213	
275	63					532	31	1214	
275	130					539	31	1215	
275	252					544	31	1216	
275	148					549	31	1217	
275	116					559	31	1218	
275	249					563	31	1219	
275	8					574	31	1220	
275	166					576	31	1221	
275	23					615	31	1222	
275	149					619	31	1223	
275	59					621	31	1224	
275	25					623	31	1225	
275	258					628	31	1226	
275	168					631	31	1227	
275	199					638	31	1228	
275	61					640	31	1229	
275	81					641	31	1230	
275	202					643	31	1231	
275	52					647	31	1232	
275	151					651	31	1233	
275	82					654	31	1234	
275	265					659	31	1235	
276	275					670	31	1236	
276	202					671	31	1237	
276	82					678	31	1238	
276	249					685	31	1239	
276	217					691	31	1240	
276	245					700	31	1241	
276	170					709	31	1242	
276	107					726	31	1243	
276	162					732	31	1244	
276	21					745	31	1245	
276	158					756	31	1246	
277	101					763	31	1247	
277	66					43	32	1248	
277	77					90	32	1249	
277	223					154	32	1250	
277	126					271	32	1251	
277	44					346	32	1252	
277	259					354	32	1253	
277	208					357	32	1254	
277	171					568	32	1255	
277	261					769	32	1256	
277	183					46	33	1257	
277	96					113	33	1258	
277	180					116	33	1259	
278	253					151	33	1260	
278	235					158	33	1261	
278	214					161	33	1262	
278	263					265	33	1263	
278	250					330	33	1264	
278	223					385	33	1265	
278	46					458	33	1266	
278	234					510	33	1267	
278	136					590	33	1268	
278	91					593	33	1269	
278	170					611	33	1270	
278	115					632	33	1271	
278	195					665	33	1272	
278	255					687	33	1273	
278	62					477	34	1274	
278	103					147	35	1275	
278	63					43	36	1276	
278	86					64	36	1277	
